combined_rank,docking_rank,smiles,zinc_id,druglike_ok,mw,logp,hbd,hba,tpsa,rotb,has_alert,sim_nutlin-3,sim_idasanutlin,max_ref_similarity,vina_affinity_kcal_mol,qsar_pred_pchembl,combined_score,pubchem_status,pubchem_cid,n_vendor_sources,vendor_sources,likely_purchasable,n_patents,sample_patent_ids,likely_clear_ip,rule_of_five,rule_of_veber,rule_of_leadlike_soft,rule_of_cns,nibr_pass,nibr_severity,nibr_reasons,common_alerts_pass,common_alerts_reasons,sas_score,bertz_complexity_ok_p99,has_privileged_scaffold,murcko_scaffold
3,35,CC(C)c1nnc2n1[C@@H](C)CN(C(=O)c1cc(Cl)ccc1OCCN)C2,2382308675,True,377.8760000000002,2.609400000000001,1,5,86.27,5,False,0.2371134020618556,0.1578947368421052,0.2371134020618556,-6.712,6.484070945767192,1.4379190429497193,found,164700446.0,2,ChemBridge; Mcule,True,0.0,,True,True,True,True,True,True,0,,True,,3.146526791152249,True,False,O=C(c1ccccc1)N1CCn2cnnc2C1
5,1,COc1cc2c(c(OC)c1)[C@H](c1ccc(Cl)cc1)CC(=O)N2,4488995,True,317.7720000000001,3.8313000000000015,1,3,47.56,3,False,0.3291139240506329,0.1818181818181818,0.3291139240506329,-8.426,5.4423019160997805,0.9803664894007856,found,7248920.0,1,ZINC,True,0.0,,True,True,True,True,True,True,0,,True,,2.6231152618530125,True,True,O=C1C[C@@H](c2ccccc2)c2ccccc2N1
6,10,COc1ccc(-c2nn(-c3ccccc3)cc2CN2CCNC(=O)C2)c(F)c1,55154650,True,380.4230000000002,2.6188,1,4,59.39,5,False,0.3043478260869565,0.1379310344827586,0.3043478260869565,-7.699,5.597714761904764,0.7599379847220791,found,25477043.0,5,Ambinter; ChemBridge; Mcule; Molport; ZINC,True,0.0,,True,True,True,True,True,True,0,,True,,2.344650279705398,True,False,O=C1CN(Cc2cn(-c3ccccc3)nc2-c2ccccc2)CCN1
7,3,O=C1CNc2nc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)ccc2N1,2325804728,True,386.8390000000001,2.7825999999999995,2,5,83.56,3,False,0.2637362637362637,0.1238938053097345,0.2637362637362637,-8.126,5.283125686507936,0.5662811735530261,found,166309634.0,1,Enamine,True,0.0,,True,True,True,True,True,True,0,,True,,2.577728920417904,True,False,O=C1CNc2nc(C(=O)N3CCC(Oc4ccccc4)CC3)ccc2N1
12,9,COc1cccc(CN2CCc3c(c(C(=O)N4CCNC(=O)C4)nn3Cc3ccccc3)C2)c1,14539886,True,459.5500000000002,2.0703,1,5,79.70000000000002,6,False,0.3229166666666667,0.1393442622950819,0.3229166666666667,-7.751,5.221171757369618,0.2469357619153844,found,26143801.0,4,Ambinter; ChemBridge; Mcule; Molport,True,0.0,,True,True,True,False,True,True,0,,True,,2.496555917597842,True,False,O=C1CN(C(=O)c2nn(Cc3ccccc3)c3c2CN(Cc2ccccc2)CC3)CCN1
13,24,COc1ccc(OC)c(C2=NO[C@H](C(=O)N3CCCCC3)C2)c1,5030661,True,318.3730000000001,2.2093,0,5,60.36,4,False,0.3095238095238095,0.1296296296296296,0.3095238095238095,-7.176,5.447739880952386,0.2225727482857777,found,40503898.0,1,ZINC,True,0.0,,True,True,True,True,True,True,0,,True,,2.696321165571515,True,False,O=C([C@@H]1CC(c2ccccc2)=NO1)N1CCCCC1
15,26,COc1ccc(OC)c(C2=NO[C@@H](C(=O)N3CCCCC3)C2)c1,5030666,True,318.3730000000001,2.2093,0,5,60.36,4,False,0.3095238095238095,0.1296296296296296,0.3095238095238095,-7.109,5.447739880952386,0.1815332426145794,found,40503900.0,1,ZINC,True,0.0,,True,True,True,True,True,True,0,,True,,2.696321165571515,True,False,O=C([C@H]1CC(c2ccccc2)=NO1)N1CCCCC1
